
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 6: 0
====== Angle Number  2 of 6: 36
====== Angle Number  3 of 6: 72
====== Angle Number  4 of 6: 108
====== Angle Number  5 of 6: 144
====== Angle Number  6 of 6: 180
>> >> >> >> >> >> ===================== 10
====== With Self Absorption, Transmission Detector Resolution is 16
ans =
   410   300
ans =
    82   300
J1 =
   240
J2 =
    70
J3 =
   300
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 193    194   1478    4.47834156e-04    4.03538653e-04     4.42955024e-05    5.4e-03     1.0e+00      2.829e-01
 194    195   1488    4.46686399e-04    4.02077918e-04     4.46084805e-05    2.4e-03     1.0e+00      2.828e-01
 195    196   1498    4.45549208e-04    4.01502291e-04     4.40469168e-05    5.3e-03     1.0e+00      2.828e-01
 196    197   1508    4.44422318e-04    4.00075455e-04     4.43468633e-05    2.4e-03     1.0e+00      2.828e-01
 197    198   1518    4.43305620e-04    3.99500476e-04     4.38051432e-05    5.2e-03     1.0e+00      2.828e-01
 198    199   1528    4.42198857e-04    3.98106290e-04     4.40925673e-05    2.3e-03     1.0e+00      2.828e-01
 199    200   1538    4.41101930e-04    3.97532045e-04     4.35698854e-05    5.2e-03     1.0e+00      2.828e-01
 200    201   1548    4.40014595e-04    3.96169315e-04     4.38452801e-05    2.3e-03     1.0e+00      2.828e-01
 201    202   1558    4.38936759e-04    3.95595893e-04     4.33408660e-05    5.1e-03     1.0e+00      2.828e-01
 202    203   1568    4.37868188e-04    3.94263479e-04     4.36047084e-05    2.3e-03     1.0e+00      2.828e-01
 203    204   1578    4.36808796e-04    3.93690971e-04     4.31178257e-05    5.1e-03     1.0e+00      2.828e-01
 204    205   1588    4.35758359e-04    3.92387782e-04     4.33705763e-05    2.3e-03     1.0e+00      2.827e-01
 205    206   1598    4.34716797e-04    3.91816276e-04     4.29005209e-05    5.0e-03     1.0e+00      2.827e-01
 206    207   1608    4.33683894e-04    3.90541272e-04     4.31426226e-05    2.3e-03     1.0e+00      2.827e-01
 207    208   1618    4.32659578e-04    3.89970856e-04     4.26887222e-05    5.0e-03     1.0e+00      2.827e-01
 208    209   1628    4.31643638e-04    3.88723038e-04     4.29205999e-05    2.3e-03     1.0e+00      2.827e-01
 209    210   1638    4.30636009e-04    3.88153796e-04     4.24822125e-05    4.9e-03     1.0e+00      2.827e-01
 210    211   1648    4.29636488e-04    3.86932214e-04     4.27042732e-05    2.3e-03     1.0e+00      2.827e-01
 211    212   1658    4.28645013e-04    3.86364227e-04     4.22807858e-05    4.9e-03     1.0e+00      2.827e-01
 212    213   1668    4.27661389e-04    3.85167970e-04     4.24934190e-05    2.2e-03     1.0e+00      2.827e-01
 213    214   1678    4.26685560e-04    3.84601313e-04     4.20842463e-05    4.8e-03     1.0e+00      2.827e-01
 214    215   1688    4.25717337e-04    3.83429513e-04     4.22878241e-05    2.2e-03     1.0e+00      2.827e-01
 215    216   1698    4.24756666e-04    3.82864259e-04     4.18924070e-05    4.8e-03     1.0e+00      2.827e-01
 216    217   1708    4.23821662e-04    3.81731156e-04     4.20905061e-05    2.2e-03     1.0e+00      2.827e-01
 217    218   1718    4.22888714e-04    3.81186055e-04     4.17026590e-05    4.6e-03     1.0e+00      2.827e-01
 218    219   1728    4.21963109e-04    3.80066412e-04     4.18966973e-05    2.2e-03     1.0e+00      2.827e-01
 219    220   1738    4.21044767e-04    3.79525602e-04     4.15191652e-05    4.6e-03     1.0e+00      2.828e-01
 220    221   1748    4.20133500e-04    3.78428015e-04     4.17054852e-05    2.2e-03     1.0e+00      2.828e-01
 221    222   1758    4.19229250e-04    3.77889602e-04     4.13396486e-05    4.5e-03     1.0e+00      2.828e-01
 222    223   1768    4.18331841e-04    3.76813619e-04     4.15182224e-05    2.2e-03     1.0e+00      2.828e-01
 223    224   1778    4.17441219e-04    3.76277309e-04     4.11639097e-05    4.5e-03     1.0e+00      2.828e-01
 224    225   1788    4.16557217e-04    3.75222299e-04     4.13349186e-05    2.1e-03     1.0e+00      2.828e-01
 225    226   1798    4.15679784e-04    3.74687926e-04     4.09918588e-05    4.4e-03     1.0e+00      2.828e-01
 226    227   1808    4.14808762e-04    3.73653247e-04     4.11555151e-05    2.1e-03     1.0e+00      2.828e-01
 227    228   1818    4.13944102e-04    3.73120720e-04     4.08233823e-05    4.4e-03     1.0e+00      2.828e-01
 228    229   1828    4.13085652e-04    3.72105743e-04     4.09799087e-05    2.1e-03     1.0e+00      2.828e-01
 229    230   1838    4.12233366e-04    3.71575009e-04     4.06583567e-05    4.4e-03     1.0e+00      2.828e-01
 230    231   1848    4.11387099e-04    3.70579119e-04     4.08079802e-05    2.1e-03     1.0e+00      2.829e-01
 231    232   1858    4.10546809e-04    3.70050150e-04     4.04966588e-05    4.3e-03     1.0e+00      2.829e-01
 232    233   1868    4.09712354e-04    3.69072747e-04     4.06396067e-05    2.1e-03     1.0e+00      2.829e-01
 233    234   1878    4.08883695e-04    3.68545525e-04     4.03381695e-05    4.3e-03     1.0e+00      2.829e-01
 234    235   1888    4.08060696e-04    3.67586029e-04     4.04746669e-05    2.1e-03     1.0e+00      2.829e-01
 235    236   1898    4.07243321e-04    3.67060546e-04     4.01827749e-05    4.3e-03     1.0e+00      2.829e-01
 236    237   1908    4.06431439e-04    3.66118397e-04     4.03130424e-05    2.1e-03     1.0e+00      2.829e-01
 237    238   1918    4.05625015e-04    3.65594649e-04     4.00303657e-05    4.2e-03     1.0e+00      2.830e-01
 238    239   1928    4.04823924e-04    3.64669305e-04     4.01546185e-05    2.0e-03     1.0e+00      2.830e-01
 239    240   1938    4.04028132e-04    3.64147295e-04     3.98808372e-05    4.2e-03     1.0e+00      2.830e-01
 240    241   1948    4.03237519e-04    3.63238235e-04     3.99992838e-05    2.0e-03     1.0e+00      2.830e-01
 241    242   1958    4.02452053e-04    3.62717964e-04     3.97340886e-05    4.2e-03     1.0e+00      2.830e-01
 242    243   1968    4.01671618e-04    3.61824688e-04     3.98469307e-05    2.0e-03     1.0e+00      2.831e-01
 243    244   1978    4.00896185e-04    3.61306162e-04     3.95900232e-05    4.1e-03     1.0e+00      2.831e-01
 244    245   1988    4.00125642e-04    3.60428187e-04     3.96974549e-05    2.1e-03     1.0e+00      2.831e-01
 245    246   1998    3.99359961e-04    3.59911413e-04     3.94485477e-05    4.1e-03     1.0e+00      2.831e-01
 246    247   2008    3.98599033e-04    3.59048278e-04     3.95507553e-05    2.1e-03     1.0e+00      2.831e-01
 247    248   2018    3.97842832e-04    3.58533260e-04     3.93095719e-05    4.1e-03     1.0e+00      2.831e-01
 248    249   2028    3.97091256e-04    3.57684521e-04     3.94067346e-05    2.1e-03     1.0e+00      2.832e-01
 249    250   2038    3.96344277e-04    3.57171268e-04     3.91730091e-05    4.0e-03     1.0e+00      2.832e-01
 250    251   2048    3.95601796e-04    3.56336498e-04     3.92652979e-05    2.1e-03     1.0e+00      2.832e-01
 251    252   2058    3.94863788e-04    3.55825013e-04     3.90387753e-05    4.0e-03     1.0e+00      2.832e-01
 252    253   2068    3.94130159e-04    3.55003805e-04     3.91263538e-05    2.1e-03     1.0e+00      2.833e-01
 253    254   2078    3.93400883e-04    3.54494094e-04     3.89067896e-05    4.0e-03     1.0e+00      2.833e-01
 254    255   2088    3.92675870e-04    3.53686056e-04     3.89898142e-05    2.1e-03     1.0e+00      2.833e-01
 255    256   2098    3.91955096e-04    3.53178122e-04     3.87769740e-05    3.9e-03     1.0e+00      2.833e-01
 256    257   2108    3.91238472e-04    3.52382879e-04     3.88555934e-05    2.1e-03     1.0e+00      2.834e-01
 257    258   2118    3.90525978e-04    3.51876725e-04     3.86492529e-05    3.9e-03     1.0e+00      2.834e-01
 258    259   2128    3.89817526e-04    3.51093917e-04     3.87236090e-05    2.1e-03     1.0e+00      2.834e-01
 259    260   2138    3.89113097e-04    3.50589543e-04     3.85235538e-05    3.9e-03     1.0e+00      2.834e-01
 260    261   2148    3.88412607e-04    3.49818825e-04     3.85937816e-05    2.1e-03     1.0e+00      2.835e-01
 261    262   2158    3.87716038e-04    3.49316231e-04     3.83998065e-05    3.9e-03     1.0e+00      2.835e-01
 262    263   2168    3.87023308e-04    3.48557274e-04     3.84660347e-05    2.1e-03     1.0e+00      2.835e-01
 263    264   2178    3.86334401e-04    3.48056457e-04     3.82779438e-05    3.8e-03     1.0e+00      2.836e-01
 264    265   2188    3.85649238e-04    3.47308944e-04     3.83402944e-05    2.1e-03     1.0e+00      2.836e-01
 265    266   2198    3.84967803e-04    3.46809902e-04     3.81579008e-05    3.8e-03     1.0e+00      2.836e-01
 266    267   2208    3.84290018e-04    3.46073528e-04     3.82164898e-05    2.1e-03     1.0e+00      2.837e-01
 267    268   2218    3.83615870e-04    3.45576255e-04     3.80396151e-05    3.8e-03     1.0e+00      2.837e-01
 268    269   2228    3.82945284e-04    3.44850731e-04     3.80945529e-05    2.1e-03     1.0e+00      2.837e-01
 269    270   2238    3.82278245e-04    3.44355218e-04     3.79230269e-05    3.8e-03     1.0e+00      2.837e-01
 270    271   2248    3.81614684e-04    3.43640265e-04     3.79744184e-05    2.1e-03     1.0e+00      2.838e-01
 271    272   2258    3.80954585e-04    3.43146506e-04     3.78080789e-05    3.7e-03     1.0e+00      2.838e-01
 272    273   2268    3.80297880e-04    3.42441856e-04     3.78560238e-05    2.1e-03     1.0e+00      2.838e-01
 273    274   2278    3.79644555e-04    3.41949839e-04     3.76947161e-05    3.7e-03     1.0e+00      2.839e-01
 274    275   2288    3.78994545e-04    3.41255235e-04     3.77393092e-05    2.1e-03     1.0e+00      2.839e-01
 275    276   2298    3.78347836e-04    3.40764950e-04     3.75828858e-05    3.7e-03     1.0e+00      2.839e-01
 276    277   2308    3.77704363e-04    3.40080146e-04     3.76242177e-05    2.1e-03     1.0e+00      2.840e-01
 277    278   2318    3.77064117e-04    3.39591579e-04     3.74725378e-05    3.7e-03     1.0e+00      2.840e-01
 278    279   2328    3.76427032e-04    3.38916338e-04     3.75106947e-05    2.1e-03     1.0e+00      2.841e-01
 279    280   2338    3.75793100e-04    3.38429476e-04     3.73636242e-05    3.7e-03     1.0e+00      2.841e-01
 280    281   2348    3.75162259e-04    3.37763570e-04     3.73986884e-05    2.1e-03     1.0e+00      2.841e-01
 281    282   2358    3.74534498e-04    3.37278399e-04     3.72560991e-05    3.6e-03     1.0e+00      2.842e-01
 282    283   2368    3.73909758e-04    3.36621609e-04     3.72881493e-05    2.1e-03     1.0e+00      2.842e-01
 283    284   2378    3.73288030e-04    3.36138112e-04     3.71499188e-05    3.6e-03     1.0e+00      2.842e-01
 284    285   2388    3.72669257e-04    3.35490227e-04     3.71790307e-05    2.1e-03     1.0e+00      2.843e-01
 285    286   2398    3.72053430e-04    3.35008389e-04     3.70450418e-05    3.6e-03     1.0e+00      2.843e-01
 286    287   2408    3.71440493e-04    3.34369205e-04     3.70712877e-05    2.1e-03     1.0e+00      2.844e-01
 287    288   2418    3.70830438e-04    3.33889009e-04     3.69414284e-05    3.6e-03     1.0e+00      2.844e-01
 288    289   2428    3.70223209e-04    3.33258331e-04     3.69648782e-05    2.1e-03     1.0e+00      2.844e-01
 289    290   2438    3.69618801e-04    3.32779760e-04     3.68390410e-05    3.6e-03     1.0e+00      2.845e-01
 290    291   2448    3.69017160e-04    3.32157398e-04     3.68597618e-05    2.1e-03     1.0e+00      2.845e-01
 291    292   2458    3.68418279e-04    3.31680435e-04     3.67378437e-05    3.5e-03     1.0e+00      2.845e-01
 292    293   2468    3.67822106e-04    3.31066205e-04     3.67559007e-05    2.1e-03     1.0e+00      2.846e-01
 293    294   2478    3.67228636e-04    3.30590834e-04     3.66378026e-05    3.5e-03     1.0e+00      2.846e-01
 294    295   2488    3.66637819e-04    3.29984560e-04     3.66532587e-05    2.2e-03     1.0e+00      2.847e-01
 295    296   2498    3.66049647e-04    3.29510762e-04     3.65388851e-05    3.5e-03     1.0e+00      2.847e-01
 296    297   2508    3.65464074e-04    3.28912273e-04     3.65518015e-05    2.2e-03     1.0e+00      2.848e-01
 297    298   2518    3.64881094e-04    3.28440033e-04     3.64410605e-05    3.5e-03     1.0e+00      2.848e-01
 298    299   2528    3.64300658e-04    3.27849161e-04     3.64514968e-05    2.2e-03     1.0e+00      2.848e-01
 299    300   2538    3.63722763e-04    3.27378463e-04     3.63442995e-05    3.5e-03     1.0e+00      2.849e-01
 300    301   2548    3.63147362e-04    3.26795048e-04     3.63523138e-05    2.2e-03     1.0e+00      2.849e-01
LMQNBC: termination 5
{Undefined function or variable 'clims'.
Error in optXTM_XRF_Tensor (line 119)
        imagesc(errCom,clims);colormap jet} 
>> >> 
